name,formattedAddress,location,displayName,websiteUri
places/ChIJ_bmFhGZPwokRMCd6D410jVo,"51 Area Pl, Staten Island, NY 10314, USA","{'latitude': 40.60629060000001, 'longitude': -74.1202046}","{'text': 'Neverlose.cc', 'languageCode': 'en'}",http://neverlose.cc/
places/ChIJfRcfFnFOwokRezjB92L2-Mw,"2018 Richmond Ave, Staten Island, NY 10314, USA","{'latitude': 40.5980828, 'longitude': -74.1629662}","{'text': ""Sam Gregorio's Florist"", 'languageCode': 'en'}",http://www.samgregoriosflorist.com/
places/ChIJ4S1GG-RLwokR905q060VDbc,"2655 Richmond Ave Space # 2477, Staten Island, NY 10314, USA","{'latitude': 40.5811602, 'longitude': -74.1646956}","{'text': 'Lush Cosmetics Staten Island', 'languageCode': 'en'}",https://www.lush.com/us/en_us/?y_source=1_MTQ4MDc4MDQtNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
places/ChIJq6OrGmVMwokRB_nW6mNdRzs,"2018 Richmond Ave, Staten Island, NY 10314, USA","{'latitude': 40.5981248, 'longitude': -74.1628515}","{'text': 'Grapevine Garden And Florist', 'languageCode': 'en'}",http://grapevinegardenandfloral.com/
places/ChIJuXNdLQBNwokRDMt_ipUqTW8,"72 Mann Ave, Staten Island, NY 10314, USA","{'latitude': 40.611599700000006, 'longitude': -74.13354369999999}","{'text': 'Artistry by Mari', 'languageCode': 'en'}",
places/ChIJPxtrIitPwokRU4RqPF1C05g,"49 Pamela Ln, Staten Island, NY 10304, USA","{'latitude': 40.6029425, 'longitude': -74.089074}","{'text': 'Doodles Boutique', 'languageCode': 'en'}",
places/ChIJl1rOSj1PwokRLJ_znAmaAQk,"66 Hope Ln, Staten Island, NY 10305, USA","{'latitude': 40.6083871, 'longitude': -74.0665155}","{'text': 'Sleeks Kitchen', 'languageCode': 'en'}",https://www.etsy.com/shop/SleeksKitchenGifts?ref=seller-platform-mcnav
places/ChIJAQBUzlFOwokR20MxkPSrhOo,"1 Chestnut St, Staten Island, NY 10304, USA","{'latitude': 40.6204167, 'longitude': -74.085293}","{'text': 'RJ Gifts', 'languageCode': 'en'}",https://www.rnjgift.org/contact
places/ChIJpW9Dbq5PwokRndIiBoZXgOU,"76 Lynhurst Ave, Staten Island, NY 10305, USA","{'latitude': 40.6174629, 'longitude': -74.07037869999999}","{'text': 'Heavenly Gift Basket Creations', 'languageCode': 'en'}",
places/ChIJw0eeQKlPwokRolv0CaH34HY,"1600 Richmond Rd, Staten Island, NY 10304, USA","{'latitude': 40.5904376, 'longitude': -74.1006077}","{'text': 'Zen Trading Post', 'languageCode': 'en'}",
places/ChIJVToipO5RwokR64VIZFB4xfE,"South Cove Plaza, 2 Lefante Way, Bayonne, NJ 07002, USA","{'latitude': 40.667373399999995, 'longitude': -74.1052912}","{'text': ""Rose's Hallmark Shop"", 'languageCode': 'en'}",https://stores.hallmark.com/nj/bayonne/roses-hallmark-shop-bayonne-nj-067822.html
places/ChIJicdCS8BawokRSKYPwSbMbog,"863 3rd Ave, Brooklyn, NY 11232, USA","{'latitude': 40.6577706, 'longitude': -74.00362930000001}","{'text': 'Red Co. Goods', 'languageCode': 'en'}",http://redcogoods.com/
places/ChIJOet3lW1FwokRcOKLMzxZHnE,"1446 86th St, Brooklyn, NY 11228, USA","{'latitude': 40.611838000000006, 'longitude': -74.0107302}","{'text': 'Edible Arrangements', 'languageCode': 'en'}",https://www.ediblearrangements.com/stores/1446-86th-st-brooklyn-ny-11228
places/ChIJs5cvxj1FwokRcXbmxJMLWh0,"6903 15th Ave, Brooklyn, NY 11228, USA","{'latitude': 40.620762000000006, 'longitude': -73.999388}","{'text': 'Gift 4 You', 'languageCode': 'en'}",
places/ChIJ6ev30jVFwokRdTtQgZsN08M,"2264 65th St, Brooklyn, NY 11204, USA","{'latitude': 40.6126783, 'longitude': -73.9800071}","{'text': 'Flowers, gift shop', 'languageCode': 'en'}",
places/ChIJc7WzM65FwokRmmOqicKVBJk,"2025 86th St, Brooklyn, NY 11214, USA","{'latitude': 40.6043032, 'longitude': -73.99742499999999}","{'text': 'Sogo Home', 'languageCode': 'en'}",
places/ChIJDR_w-FtFwokRRu4r3HAVxV8,"7724 5th Ave, Brooklyn, NY 11209, USA","{'latitude': 40.6275225, 'longitude': -74.02371629999999}","{'text': 'Karin One Stop Mini Mart Inc', 'languageCode': 'en'}",
places/ChIJ84_QDwBbwokRvUpRxzUPtUY,"4605 5th Ave, Brooklyn, NY 11220, USA","{'latitude': 40.647152999999996, 'longitude': -74.008004}","{'text': 'PITA GIFT SHOP 4605-A', 'languageCode': 'es'}",
places/ChIJyRij7ixFwokRFJWosokT28Q,"5213 13th Ave, Brooklyn, NY 11219, USA","{'latitude': 40.6329616, 'longitude': -73.9939339}","{'text': 'Lane Cards & Gift Shops USA', 'languageCode': 'en'}",
places/ChIJuawWJNZbwokRaQlvEHSyp1c,"11209, 680 5th Ave, Brooklyn, NY 11220, USA","{'latitude': 40.661808, 'longitude': -73.993207}","{'text': ""Podiky's gift"", 'languageCode': 'es'}",
places/ChIJ5S_1thtFwokRPZoKe3RnP2A,"7400 20th Ave, Brooklyn, NY 11204, USA","{'latitude': 40.61144660000001, 'longitude': -73.99135629999999}","{'text': 'Eleganz Plus By C.Vaccaro', 'languageCode': 'en'}",
places/ChIJZUci09KXwokRQT51--GIGvI,"8814 Bay Pkwy, Brooklyn, NY 11214, USA","{'latitude': 40.5977463, 'longitude': -73.9986587}","{'text': 'Lulu Gifts NYC -Desayunos y Regalos', 'languageCode': 'es'}",https://instagram.com/lulu_gifts_nyc?r=nametag
places/ChIJvxY_VvNEwokRKEd7l_CUUXQ,"1201a Avenue U, Brooklyn, NY 11229, USA","{'latitude': 40.5985637, 'longitude': -73.9599702}","{'text': 'Cozy Custom Gifts', 'languageCode': 'en'}",
places/ChIJY89xYV9EwokRUTffVac0VEs,"2318 E 7th St, Brooklyn, NY 11223, USA","{'latitude': 40.593858999999995, 'longitude': -73.963595}","{'text': 'Esthers Silver', 'languageCode': 'en'}",
places/ChIJ4bUwCT1FwokRDJ2PkcWrA1E,"723 Avenue U, Brooklyn, NY 11223, USA","{'latitude': 40.5982457, 'longitude': -73.96327749999999}","{'text': 'Golden Touch', 'languageCode': 'en'}",https://goldentouchbk.com/
places/ChIJ30P0DvBEwokRLXGylBvmVcg,"537 Kings Hwy, Brooklyn, NY 11223, USA","{'latitude': 40.604692, 'longitude': -73.9695447}","{'text': 'The Soap Bar Brooklyn', 'languageCode': 'en'}",
places/ChIJESc3RgBFwokRuIhzbUD3yFM,"127 Sea Breeze Ave, Brooklyn, NY 11224, USA","{'latitude': 40.5757371, 'longitude': -73.9699894}","{'text': 'Personacats', 'languageCode': 'en'}",https://tinyurl.com/personacats-nft-mint-eth
places/ChIJVamzuYRFwokRYOwHHZtsg8s,"198 Avenue U, Brooklyn, NY 11223, USA","{'latitude': 40.596410999999996, 'longitude': -73.9767722}","{'text': 'BABY JACK INC.', 'languageCode': 'en'}",
places/ChIJYxaL3uFEwokRYorB5raXTA4,"6618 Bay Pkwy, Brooklyn, NY 11204, USA","{'latitude': 40.613028, 'longitude': -73.982721}","{'text': 'NY Big City 99¢ & Up', 'languageCode': 'en'}",
places/ChIJezMA_-FDwokRNKrjxz6u61c,"5100 Kings Plz, Brooklyn, NY 11234, USA","{'latitude': 40.6104056, 'longitude': -73.92083629999999}","{'text': '3D innovation - Customized & Personalized Gifts, Memorials & Awards - Brooklyn, Ny', 'languageCode': 'en'}",http://www.unique3d.art/
places/ChIJ2SwISANFwokRDkIL-3_aWKI,"1684 E 15th St, Brooklyn, NY 11229, USA","{'latitude': 40.6083777, 'longitude': -73.9583689}","{'text': 'QARTULIA NYC', 'languageCode': 'en'}",http://qartulia.com/
places/ChIJTZ8UQZ5DwokRXMNqcGTcoVY,"3103 Avenue U, Brooklyn, NY 11229, USA","{'latitude': 40.6020469, 'longitude': -73.9350204}","{'text': 'J & A Variety', 'languageCode': 'en'}",
places/ChIJ5xwopWBZwokRhbwLE0_AL_4,"3030 Emmons Ave Suite 2G-1, Brooklyn, NY 11235, USA","{'latitude': 40.583727499999995, 'longitude': -73.93763469999999}","{'text': 'Bklyn Bento', 'languageCode': 'en'}",https://bklynbento.com/
places/ChIJC_hkgPtDwokRbef7v6EljNg,"5100 Avenue U, Brooklyn, NY 11234, USA","{'latitude': 40.6094049, 'longitude': -73.9199809}","{'text': 'Five Below', 'languageCode': 'en'}",https://locations.fivebelow.com/ny/brooklyn/5100-avenue-u?utm_source=gmb&utm_medium=yext&y_source=1_MTM1MzkxNTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
places/ChIJYYu5_KpFwokRtTfb4NH4O18,"1412 Kings Hwy, Brooklyn, NY 11229, USA","{'latitude': 40.6084487, 'longitude': -73.9587245}","{'text': 'Boutique Bazaar by Memo', 'languageCode': 'en'}",http://www.boutiquebazaarmemo.com/
places/ChIJAb5RO0JDwokRi6vZx204IfU,"2565 Flatbush Ave, Brooklyn, NY 11234, USA","{'latitude': 40.6095568, 'longitude': -73.919885}","{'text': 'Hickory Farms', 'languageCode': 'en'}",https://www.hickoryfarms.com/
places/ChIJT8nQz5lEwokRtVrxuKHs2EQ,"1735 E 26th St, Brooklyn, NY 11229, USA","{'latitude': 40.6085366, 'longitude': -73.9470243}","{'text': 'Show Biz Services', 'languageCode': 'en'}",
places/ChIJlVYslEFEwokRl3-2AsazS7o,"1780 Sheepshead Bay Rd, Brooklyn, NY 11235, USA","{'latitude': 40.5841924, 'longitude': -73.9508393}","{'text': 'Clever Monsters', 'languageCode': 'en'}",https://clevermonsters.com/
places/ChIJrZVELEpbwokREQUPeCxZOd8,"2121 Foster Ave, Brooklyn, NY 11210, USA","{'latitude': 40.6373816, 'longitude': -73.95685619999999}","{'text': 'I Love Ny Gifts & Souvenirs Shop', 'languageCode': 'en'}",
places/ChIJB7UGMDJbwokROYxaSTauVmo,"766 Coney Island Ave #5355, Brooklyn, NY 11218, USA","{'latitude': 40.6387663, 'longitude': -73.96886400000001}","{'text': 'Brooklyn Discount & Gift Shop', 'languageCode': 'en'}",
places/ChIJKQLqmRVdwokRvY44cK360w0,"2086 Rockaway Pkwy, Brooklyn, NY 11236, USA","{'latitude': 40.6318949, 'longitude': -73.888525}","{'text': 'Shoreview Cards and Gifts', 'languageCode': 'en'}",
places/ChIJczfpUHtbwokRAa0pneHGbY8,"1156 St Johns Pl, Brooklyn, NY 11213, USA","{'latitude': 40.6709336, 'longitude': -73.94006639999999}","{'text': 'Challahgram gifts', 'languageCode': 'en'}",http://challahgram.com/
places/ChIJrW-p5vtbwokRRsoZaMWVToo,"87 Moore St, Brooklyn, NY 11206, USA","{'latitude': 40.7038876, 'longitude': -73.94225759999999}","{'text': 'Andry Gift Shop', 'languageCode': 'en'}",https://vnolasco.avonrepresentative.com/
places/ChIJL9UbcoVdwokR2jF2xcO31S0,"82-31 153rd Ave, Howard Beach, NY 11414, USA","{'latitude': 40.6666282, 'longitude': -73.851533}","{'text': 'Village Cards and Gifts', 'languageCode': 'en'}",
places/ChIJq6qqquNnwokRE9oKbEB0SrI,"Rockaway Beach, NY 11693, USA","{'latitude': 40.5867247, 'longitude': -73.8114993}","{'text': 'Antolia Chocolates', 'languageCode': 'en'}",
places/ChIJw_Q2dExpwokRsO528q034pc,"2402 Dickens St #3, Far Rockaway, NY 11691, USA","{'latitude': 40.601551, 'longitude': -73.76117}","{'text': 'Sphinx Creations', 'languageCode': 'en'}",
places/ChIJe-8U3kZowokRJuDRRV3qFH4,"90-16 Rockaway Beach Blvd, Far Rockaway, NY 11693, USA","{'latitude': 40.587030999999996, 'longitude': -73.814623}","{'text': 'RBeach Soap Company', 'languageCode': 'en'}",
places/ChIJWbiD6KlZwokRnr-RmPPgbws,"377 5th Ave, New York, NY 10016, USA","{'latitude': 40.749222499999995, 'longitude': -73.98362279999999}","{'text': 'Souvenirs LLC', 'languageCode': 'en'}",
places/ChIJA5vhJANfwokRQzyJBebOUsw,"6402 39th Ave, Flushing, NY 11377, USA","{'latitude': 40.746244999999995, 'longitude': -73.89978099999999}","{'text': 'Botanica Gift Shop Alpha', 'languageCode': 'en'}",
places/ChIJ3zcwbPxYwokRNLrQ9ZEwxMg,"455 Madison Ave, New York, NY 10022, USA","{'latitude': 40.757974399999995, 'longitude': -73.9748712}","{'text': 'New York Palace Gift Shop', 'languageCode': 'en'}",
places/ChIJwdbarr9YwokRbpf-ntzr6a8,"220 E 78th St, New York, NY 10075, USA","{'latitude': 40.77317, 'longitude': -73.9570102}","{'text': 'Choices Books & Gift Shop', 'languageCode': 'en'}",http://www.choicesgifts.com/
places/ChIJ6cp6aVRpwokRfDy3YM0d8Yc,"2716 Healy Ave, Far Rockaway, NY 11691, USA","{'latitude': 40.6045947, 'longitude': -73.765856}","{'text': 'Abby Greene Resin', 'languageCode': 'en'}",http://abbygreeneresin.com/
places/ChIJ4eY2e3pnwokRZ58DyEFF1Vw,"1836 Mott Ave #900546, Far Rockaway, NY 11690, USA","{'latitude': 40.603466, 'longitude': -73.75059000000002}","{'text': 'Sphinx Creations', 'languageCode': 'en'}",
places/ChIJZ3QJX8ZlwokRAI8RRtXQwGY,"535 Burnside Ave, Inwood, NY 11096, USA","{'latitude': 40.622653899999996, 'longitude': -73.7449127}","{'text': 'Miamor Florist and Gift Shop', 'languageCode': 'en'}",http://www.miamorflorist.com/
places/ChIJVVVFMuplwokRiQEqmfR83pw,"340 Central Ave, Lawrence, NY 11559, USA","{'latitude': 40.6181477, 'longitude': -73.7294505}","{'text': 'Dish It Out, New York', 'languageCode': 'en'}",http://www.dishitoutnystore.com/
places/ChIJhQYRGQJmwokR_lt2BSsjEKA,"2115 Mott Ave, Far Rockaway, NY 11691, USA","{'latitude': 40.6047059, 'longitude': -73.7541609}","{'text': 'Last Stop Deli', 'languageCode': 'en'}",
places/ChIJ72HkesBlwokRldFiiM-VF2Y,"480 Central Ave, Cedarhurst, NY 11516, USA","{'latitude': 40.6211662, 'longitude': -73.7247268}","{'text': 'Oh Nuts', 'languageCode': 'en'}",http://www.ohnuts.com/retail.cfm/cedarhurst
places/ChIJdb8zPr9lwokRMzJKzdgmWKs,"554 Central Ave, Cedarhurst, NY 11516, USA","{'latitude': 40.622727, 'longitude': -73.7226805}","{'text': 'Dimples of Cedarhurst', 'languageCode': 'en'}",http://www.dimplesbabygifts.com/
places/ChIJu3XERVVvwokRStnMgfqEXmg,"12-14 Caffrey Ave, Far Rockaway, NY 11691, USA","{'latitude': 40.6017933, 'longitude': -73.74693470000001}","{'text': 'Cozy Hose Inc.', 'languageCode': 'en'}",http://www.cozyhose.com/
places/ChIJnX-Lnb9lwokRqcScHXgeQ8k,"86 Cedarhurst Ave, Cedarhurst, NY 11516, USA","{'latitude': 40.621502, 'longitude': -73.7232485}","{'text': 'Make It Too', 'languageCode': 'en'}",http://www.makeittoo.com/
places/ChIJDV-XogRlwokRyOr5NwiVQMI,"485 Oakland Ave, Cedarhurst, NY 11516, USA","{'latitude': 40.6293802, 'longitude': -73.7277656}","{'text': 'NameTags Gifts', 'languageCode': 'en'}",
places/ChIJcZfYX_9kwokRlO53EIoeM74,"1319 Broadway, Hewlett, NY 11557, USA","{'latitude': 40.6389774, 'longitude': -73.7002057}","{'text': 'Baskets By Expressions', 'languageCode': 'en'}",
places/ChIJpxy80CV7wokRa_9-x2D0-Uo,"3251 5th St, Oceanside, NY 11572, USA","{'latitude': 40.632101999999996, 'longitude': -73.6396079}","{'text': 'Forever From the Heart Gifts Plus', 'languageCode': 'en'}",http://www.foreverfromtheheart.com/
places/ChIJ9WvSm9azw4kRDoY9s-pCBjk,"501 Hagel Ave, Linden, NJ 07036, USA","{'latitude': 40.6529658, 'longitude': -74.2331274}","{'text': 'Regalitos_Chulos', 'languageCode': 'en'}",
places/ChIJ4fjYUltNwokRn2yvVIfw6Bc,"Elizabeth, NJ 07206, USA","{'latitude': 40.6572785, 'longitude': -74.200858}","{'text': 'Flower Exotic & Gifts', 'languageCode': 'en'}",
places/ChIJWTRw3pCzw4kR_JdGPFZr4wc,"486 E 1st Ave, Roselle, NJ 07203, USA","{'latitude': 40.6614305, 'longitude': -74.25237229999999}","{'text': 'Love That Gift Basket', 'languageCode': 'en'}",
places/ChIJr2-6K9lTwokRD-Nv7Owo8so,"3 Brewster Rd, Newark, NJ 07114, USA","{'latitude': 40.6839301, 'longitude': -74.1868336}","{'text': 'ARTIST POPSHOP', 'languageCode': 'en'}",
places/ChIJe4z0H8atw4kRLZJEtUhP4QE,"2036 Morris Ave, Union, NJ 07083, USA","{'latitude': 40.6967314, 'longitude': -74.2715958}","{'text': '4 Simply Unique & Gifts/ All Unique 4U LLC', 'languageCode': 'en'}",http://4simplyuniqueandgifts.com/
places/ChIJ5WoEMb2sw4kR4b5kyQs8uDM,"Castle Dr Bldg 1, Union, NJ 07083, USA","{'latitude': 40.7095826, 'longitude': -74.2789253}","{'text': 'Treasures Made Just Because', 'languageCode': 'en'}",
places/ChIJS8ajqpitw4kRjSDzpy8h6uk,"2014 Morris Ave, Union, NJ 07083, USA","{'latitude': 40.6965304, 'longitude': -74.2706699}","{'text': ""Nonie's Things"", 'languageCode': 'en'}",http://noniesthings.com/
places/ChIJ_wcCzaSyw4kRHQDbANBfoQk,"134 Elmora Ave, Elizabeth, NJ 07202, USA","{'latitude': 40.6618723, 'longitude': -74.2336091}","{'text': 'Edible Arrangements', 'languageCode': 'en'}",https://www.ediblearrangements.com/stores/134-elmora-ave-elizabeth-nj-07202
places/ChIJLZDhDGOzw4kRY_bWVt74xKU,"742 Westfield Ave, Elizabeth, NJ 07208, USA","{'latitude': 40.6648651, 'longitude': -74.23911439999999}","{'text': '1 perfect surprise', 'languageCode': 'es'}",
places/ChIJXZXmw0Ssw4kRRPvmx7Z3gpo,"172 Maplewood Ave, Maplewood, NJ 07040, USA","{'latitude': 40.7307, 'longitude': -74.2778051}","{'text': 'Kokoro', 'languageCode': 'en'}",http://www.kokoromaplewood.com/
places/ChIJF-VCnGxNwokRwn8F6NY_zQQ,"603 S Broad St, Elizabeth, NJ 07202, USA","{'latitude': 40.650208, 'longitude': -74.2163391}","{'text': 'Lily of the Valley Flowers & Gifts', 'languageCode': 'en'}",https://www.lilyofthevalleynj.com/
places/ChIJYwhrMbuyw4kReKAhcMlx5DM,"128 Elmora Ave # 4, Elizabeth, NJ 07202, USA","{'latitude': 40.6614709, 'longitude': -74.2334582}","{'text': 'Card Board', 'languageCode': 'en'}",
places/ChIJU-lsQPFSwokR9nYGBgwa8W8,"1 Newark International Airport St #114, Newark, NJ 07114, USA","{'latitude': 40.6922122, 'longitude': -74.1817528}","{'text': 'The Metropolitan Museum of Art Store', 'languageCode': 'en'}",
places/ChIJtcSRtxpTwokRP-jDzHm4q_4,"3 Brewster Rd, Newark, NJ 07114, USA","{'latitude': 40.6896451, 'longitude': -74.17747829999999}","{'text': 'Discover New Jersey', 'languageCode': 'en'}",https://www.newarkairport.com/at-airport/shops-restaurants-and-services
places/ChIJU9zMa1RNwokRilIhwuhNI2o,"1158 E Jersey St, Elizabeth, NJ 07201, USA","{'latitude': 40.6649457, 'longitude': -74.2138449}","{'text': 'Al-Jamil', 'languageCode': 'en'}",
places/ChIJjYhljFRNwokRABBtTdiQvZ0,"8 W Jersey St, Elizabeth, NJ 07201, USA","{'latitude': 40.6652257, 'longitude': -74.2154281}","{'text': 'Golden Jewelers & Gift - Shop', 'languageCode': 'en'}",http://golden-shop-elizabeth.keeq.io/
places/ChIJvV3doThXwokRJRykAxM_TLk,"lower level, 487 Palisade Ave, Jersey City, NJ 07307, USA","{'latitude': 40.745318499999996, 'longitude': -74.0438053}","{'text': 'Lucky Honeybee Goods + Gifts', 'languageCode': 'en'}",http://www.theluckyhoneybee.com/
places/ChIJT1sCgX9NwokR9l0oh-ypois,"651 Kapkowski Rd, Elizabeth, NJ 07201, USA","{'latitude': 40.6600434, 'longitude': -74.17155699999999}","{'text': '3D innovation - Customized & Personalized Gifts, Memorials & Awards - elizabeth, NJ', 'languageCode': 'en'}",http://www.ny3dcrystal.com/
places/ChIJgV-NbwSzw4kRM5MTi3wm8dE,"423 S Wood Ave, Linden, NJ 07036, USA","{'latitude': 40.6280626, 'longitude': -74.246155}","{'text': 'Tramonti Flowers & Events', 'languageCode': 'en'}",https://www.tramontife.com/
places/ChIJW5wZfySyw4kRCS0g9GH-5aE,"100 N Union Ave, Cranford, NJ 07016, USA","{'latitude': 40.656484999999996, 'longitude': -74.3032733}","{'text': 'ANTHEM style + gift', 'languageCode': 'en'}",http://www.anthemstylegift.com/
places/ChIJpVsK6qSyw4kRoUEGHvkTRHE,"166 Elmora Ave, Elizabeth, NJ 07202, USA","{'latitude': 40.6631012, 'longitude': -74.2339355}","{'text': 'Avenue Flowers & Gifts', 'languageCode': 'en'}",http://www.avenueflowersnj.com/?utm_source=google&utm_medium=organic&utm_campaign=gbp_website_link
places/ChIJhzb7vIOtw4kRMXZxJfL7o90,"484 Chestnut St, Union, NJ 07083, USA","{'latitude': 40.6833092, 'longitude': -74.269167}","{'text': 'Edible Arrangements', 'languageCode': 'en'}",https://www.ediblearrangements.com/stores/484-chestnut-st-union-nj-07083
places/ChIJ3beU8gGzw4kRQyucks9gX1E,"650 N Wood Ave, Linden, NJ 07036, USA","{'latitude': 40.634570599999996, 'longitude': -74.2595687}","{'text': 'House of Flowers', 'languageCode': 'en'}",http://www.houseofflowersnj.net/
places/ChIJq3WxPBGzw4kRSoYQLyIi1t4,"621 W Edgar Rd, Linden, NJ 07036, USA","{'latitude': 40.6190297, 'longitude': -74.24342659999999}","{'text': 'Target', 'languageCode': 'en'}",https://www.target.com/sl/linden/1315
places/ChIJw07bqmCzw4kRZrgoKrzDuv8,"81 Elmora Ave, Elizabeth, NJ 07202, USA","{'latitude': 40.6596531, 'longitude': -74.23192159999999}","{'text': 'Unique Creations Designs', 'languageCode': 'en'}",https://flowersbyuniquecreationsnj.com/
places/ChIJM_33thyzw4kRgyBnvw-hJb4,"355 W St. George’s ave, Linden, NJ 07036, USA","{'latitude': 40.6326147, 'longitude': -74.2684129}","{'text': 'The Flower Gallery', 'languageCode': 'en'}",http://1800flowerslinden.com/
places/ChIJQTp_osCyw4kRC_riSL8WRCQ,"1645 Irving St, Rahway, NJ 07065, USA","{'latitude': 40.6113424, 'longitude': -74.2767791}","{'text': ""Charlie's Flowers & Gourmet Baskets, LLC"", 'languageCode': 'en'}",https://www.charliesflowers.com/
places/ChIJtdLf1zZNwokRD6kKtv0eDwU,"ines flowers, 416 S 5th St, Elizabeth, NJ 07206, USA","{'latitude': 40.650970099999995, 'longitude': -74.2056657}","{'text': 'Ines Flowers', 'languageCode': 'en'}",http://www.flowersbyines.com/
places/ChIJH0wK6bCyw4kRWsrWPPxS2O0,"501 Rahway Ave, Elizabeth, NJ 07202, USA","{'latitude': 40.657380499999995, 'longitude': -74.22775349999999}","{'text': 'Jabes Florist', 'languageCode': 'en'}",https://www.jabesflorist.com/
places/ChIJU-lsQPFSwokRPkvW6jYqLbE,"Newark Liberty International Airport, 100 International Way, Newark, NJ 07114, USA","{'latitude': 40.690474, 'longitude': -74.1764944}","{'text': 'AMERICA!', 'languageCode': 'en'}",
places/ChIJ9WkzfVBNwokRwk1ryRWHP40,"949 Elizabeth Ave, Elizabeth, NJ 07201, USA","{'latitude': 40.6604415, 'longitude': -74.2067687}","{'text': ""Magly's Flower Shop"", 'languageCode': 'en'}",https://www.maglysflowershop.com/
places/ChIJYwhlg7VSwokR1rEoZrK0A9U,"1045 N Broad St, Elizabeth, NJ 07208, USA","{'latitude': 40.6882288, 'longitude': -74.2146463}","{'text': 'North Broad Card Shop', 'languageCode': 'en'}",
places/ChIJ_S0qqz-yw4kRm22HIAhdvh0,"362 N Ave E, Cranford, NJ 07016, USA","{'latitude': 40.6578325, 'longitude': -74.2911065}","{'text': 'Cranford Florist & Gifts LLC', 'languageCode': 'en'}",http://www.cranfordflorist.com/
places/ChIJ9UD1ekezw4kR8lbUeXTSESE,"257 Westfield Ave W, Roselle Park, NJ 07204, USA","{'latitude': 40.6605443, 'longitude': -74.27364969999999}","{'text': 'Donato Florist', 'languageCode': 'en'}",https://www.donatoflowers.com/
places/ChIJW8LECX9NwokRuPnMcugE-_E,"651 Kapkowski Rd, Elizabeth, NJ 07201, USA","{'latitude': 40.659351, 'longitude': -74.1709245}","{'text': 'NYinstaWood', 'languageCode': 'en'}",https://www.instagram.com/nyinstawood/?hl=en
places/ChIJhTTqqM5NwokRyOvZnYUq8Pw,"1572 Forest Ave, Staten Island, NY 10302, USA","{'latitude': 40.6242728, 'longitude': -74.1410301}","{'text': 'First smokerschoice', 'languageCode': 'en'}",https://www.1stcollections.com/
places/ChIJLzwJdn9NwokRdznVjI_eQkY,"651 Kapkowski Rd, Elizabeth, NJ 07201, USA","{'latitude': 40.6601883, 'longitude': -74.1713372}","{'text': 'Woops! Macarons (Jersey Gardens)', 'languageCode': 'en'}",https://bywoops.com/locations/jersey-gardens/
places/ChIJY9WIIzpNwokRvdIg1AsDvaA,"1501 Forest Ave, Staten Island, NY 10302, USA","{'latitude': 40.6260305, 'longitude': -74.1374051}","{'text': 'Five Below', 'languageCode': 'en'}",https://locations.fivebelow.com/ny/staten-island/1501-forest-avenue?utm_source=gmb&utm_medium=yext&y_source=1_ODgwMTYwOTktNzE1LWxvY2F0aW9uLndlYnNpdGU%3D
places/ChIJSdxyhXNZwokR253y3XhO-GM,"133 Mulberry St, New York, NY 10013, USA","{'latitude': 40.7186433, 'longitude': -73.9979209}","{'text': 'Little Italy Gifts Center', 'languageCode': 'en'}",http://www.giftscenternyc.com/
places/ChIJ5SIPtiFZwokRtu7OSOa84Eo,"388 Bleecker St, New York, NY 10014, USA","{'latitude': 40.7354342, 'longitude': -74.0051287}","{'text': 'Boyar Gifts', 'languageCode': 'en'}",https://boyargifts.com/
places/ChIJEwUlny1MwokRrix5y4JO-Xc,"1398 Forest Ave, Staten Island, NY 10302, USA","{'latitude': 40.625124, 'longitude': -74.135509}","{'text': 'Chocolate & Balloons By Egger’s', 'languageCode': 'en'}",http://chocolateandballoons.com/
places/ChIJN8d9l5FPwokRDm7iH7COL74,"387 N Burgher Ave, Staten Island, NY 10310, USA","{'latitude': 40.6316895, 'longitude': -74.1136959}","{'text': 'BlessinggsRus', 'languageCode': 'en'}",
places/ChIJ8ZOuUwBPwokRn26ZW43jtIg,"69 Franklin Ave, Staten Island, NY 10301, USA","{'latitude': 40.643859899999995, 'longitude': -74.09203339999999}","{'text': 'Times quatre', 'languageCode': 'fr'}",
places/ChIJpdLA939OwokRb1Px-htUrDQ,"420 Manor Rd, Staten Island, NY 10314, USA","{'latitude': 40.617415, 'longitude': -74.123913}","{'text': 'Gallery of Favors & Gifts', 'languageCode': 'en'}",
places/ChIJx9afTBpPwokRu9qFiU2D68s,"55 Richmond Ter, Staten Island, NY 10301, USA","{'latitude': 40.6446999, 'longitude': -74.0764726}","{'text': 'Vanity House Designs', 'languageCode': 'en'}",http://empireoutlets.nyc/
places/ChIJb-NNToNPwokRE9Gy401e6O8,"1000 Richmond Ter Building H room 207, Staten Island, NY 10301, USA","{'latitude': 40.644560399999996, 'longitude': -74.10275279999999}","{'text': 'Elizabeth Sollazzo Gift Specialist Fine Art, Hats, Accessories', 'languageCode': 'en'}",
places/ChIJx_XjfvlRwokR1wnBnej0zUI,"488 Broadway, Bayonne, NJ 07002, USA","{'latitude': 40.6635713, 'longitude': -74.1183042}","{'text': 'Edible Arrangements', 'languageCode': 'en'}",https://www.ediblearrangements.com/stores/488-broadway-bayonne-nj-07002
